## 토큰, 레이블 구분자 : \t
## 토큰 구분자 : \n
## 문장 구분자 : \n\n
## 주석 : ##
## 칼럼명 : INDEX	WORD_FORM	LEMMA	POS	HEAD	DEPREL
## klue-dp-v1_train_00000_wikitree	해당 그림을 보면 디즈니 공주들이 브리트니 스피어스의 앨범이나 뮤직비디오, 화보 속 모습을 똑같이 재연했다.
## klue-dp-v1_train_00194_wikitree	대한민국 엔터테인먼트 산업은 대한민국을 넘어 아시아로 향하고 있습니다.
1	대한민국	대한민국	NNP	3	NP
2	엔터테인먼트	엔터테인먼트	NNG	3	NP
3	산업은	산업 은	NNG+JX	5	NP_SBJ
4	대한민국을	대한민국 을	NNP+JKO	5	NP_OBJ
5	넘어	넘 어	VV+EC	7	VP
6	아시아로	아시아 로	NNP+JKB	7	NP_AJT
7	향하고	향하 고	VV+EC	8	VP
8	있습니다.	있 습니다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00195_wikitree	뤽 베송이 제작을 맡고 '테이큰2'의 올리비에 메가톤 감독이 연출을 맡은 이 영화는 오는 2015년 1월9일 북미 개봉 예정입니다.
1	뤽	뤽	NNP	2	NP
2	베송이	베송 이	NNP+JKS	4	NP_SBJ
3	제작을	제작 을	NNG+JKO	4	NP_OBJ
4	맡고	맡 고	VV+EC	10	VP
5	'테이큰2'의	' 테이큰 2 ' 의	SS+NNP+SN+SS+JKG	8	NP_MOD
6	올리비에	올리비에	NNP	7	NP
7	메가톤	메가톤	NNP	8	NP
8	감독이	감독 이	NNG+JKS	10	NP_SBJ
9	연출을	연출 을	NNG+JKO	10	NP_OBJ
10	맡은	맡 은	VV+ETM	12	VP_MOD
11	이	이	MMD	12	DP
12	영화는	영화 는	NNG+JX	18	NP_SBJ
13	오는	오 는	VV+ETM	15	VP_MOD
14	2015년	2015 년	SN+NNB	15	NP
15	1월9일	1 월 9 일	SN+NNB+SN+NNB	18	NP_AJT
16	북미	북미	NNP	17	NP
17	개봉	개봉	NNG	18	NP
18	예정입니다.	예정 이 ㅂ니다 .	NNG+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00196_wikitree	일선에서 일하는 의사들 사이에서는 보건당국의 초기대응 실패를 지적하는 목소리가 나왔다.
1	일선에서	일선 에서	NNG+JKB	2	NP_AJT
2	일하는	일 하 는	NNG+XSV+ETM	3	VP_MOD
3	의사들	의사 들	NNG+XSN	4	NP
4	사이에서는	사이 에서 는	NNG+JKB+JX	10	NP_AJT
5	보건당국의	보건 당국 의	NNG+NNG+JKG	6	NP_MOD
6	초기대응	초기 대응	NNG+NNG	7	NP
7	실패를	실패 를	NNG+JKO	8	NP_OBJ
8	지적하는	지적 하 는	NNG+XSV+ETM	9	VP_MOD
9	목소리가	목소리 가	NNG+JKS	10	NP_SBJ
10	나왔다.	나오 았 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00197_wikitree	신문에 따르면 지난 19일 청와대에서 열린 국가안전보장회의에서 참석자들은 '핵안보정상회의를 계기로 한미일 정상이 북핵 문제와 관련한 세 나라의 협력관계를 강조할 필요가 있다'고 판단했고, 박 대통령은 이를 보고받은 뒤 참석을 결정했다.
1	신문에	신문 에	NNG+JKB	2	NP_AJT
2	따르면	따르 면	VV+EC	29	VP
3	지난	지나 ㄴ	VV+ETM	4	VP_MOD
4	19일	19 일	SN+NNB	6	NP_AJT
5	청와대에서	청와대 에서	NNP+JKB	6	NP_AJT
6	열린	열리 ㄴ	VV+ETM	7	VP_MOD
7	국가안전보장회의에서	국가 안전 보장 회의 에서	NNG+NNG+NNG+NNG+JKB	22	NP_AJT
8	참석자들은	참석자 들 은	NNG+XSN+JX	22	NP_SBJ
9	'핵안보정상회의를	' 핵 안보 정상 회의 를	SS+NNG+NNG+NNG+NNG+JKO	10	NP_OBJ
10	계기로	계기 로	NNG+JKB	19	NP_AJT
11	한미일	한 미 일	NNP+NNP+NNP	12	NP
12	정상이	정상 이	NNG+JKS	19	NP_SBJ
13	북핵	북 핵	NNP+NNG	14	NP
14	문제와	문제 와	NNG+JKB	15	NP_AJT
15	관련한	관련 하 ㄴ	NNG+XSV+ETM	18	VP_MOD
16	세	세	MMN	17	DP
17	나라의	나라 의	NNG+JKG	18	NP_MOD
18	협력관계를	협력 관계 를	NNG+NNG+JKO	19	NP_OBJ
19	강조할	강조 하 ㄹ	NNG+XSV+ETM	20	VP_MOD
20	필요가	필요 가	NNG+JKS	21	NP_SBJ
21	있다'고	있 다 ' 고	VV+EC+SS+JKQ	22	VP_CMP
22	판단했고,	판단 하 였 고 ,	NNG+XSV+EP+EC+SP	29	VP
23	박	박	NNP	24	NP
24	대통령은	대통령 은	NNG+JX	29	NP_SBJ
25	이를	이 를	NP+JKO	26	NP_OBJ
26	보고받은	보고 받 은	NNG+VV+ETM	27	VP_MOD
27	뒤	뒤	NNG	29	NP_AJT
28	참석을	참석 을	NNG+JKO	29	NP_OBJ
29	결정했다.	결정 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00198_wikitree	김씨는 시신 유기 당시 남편과 함께 있었지만 살해 과정에는 개입하지 않았다고 주장해 왔다.
1	김씨는	김 씨 는	NNP+NNB+JX	7	NP_SBJ
2	시신	시신	NNG	3	NP
3	유기	유기	NNG	4	NP
4	당시	당시	NNG	7	NP_AJT
5	남편과	남편 과	NNG+JKB	7	NP_AJT
6	함께	함께	MAG	7	AP
7	있었지만	있 었 지만	VV+EP+EC	10	VP
8	살해	살해	NNG	9	NP
9	과정에는	과정 에는	NNG+JKB	10	NP_AJT
10	개입하지	개입 하 지	NNG+XSV+EC	11	VP
11	않았다고	않 았 다고	VX+EP+EC	12	VP_CMP
12	주장해	주장 하 여	NNG+XSV+EC	13	VP
13	왔다.	오 았 다 .	VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00199_wikitree	지난달 30일 끝난 2014회계연도 4분기 실적에서 스타벅스는 미국과 아시아에서의 매출 호조로 5% 신장했으나, 영업이익은 월스트리트 전문가의 예상치(42억4천만 달러)에 약간 못 미친 41억8천만 달러에 그쳤다.
1	지난달	지난달	NNG	2	NP
2	30일	30 일	SN+NNB	3	NP_AJT
3	끝난	끝나 ㄴ	VV+ETM	6	VP_MOD
4	2014회계연도	2014 회계 연도	SN+NNG+NNG	5	NP
5	4분기	4 분기	SN+NNG	6	NP
6	실적에서	실적 에서	NNG+JKB	13	NP_AJT
7	스타벅스는	스타 벅스 는	NNG+NNP+JX	13	NP_SBJ
8	미국과	미국 과	NNP+JC	9	NP_CNJ
9	아시아에서의	아시아 에서 의	NNP+JKB+JKG	11	NP_MOD
10	매출	매출	NNG	11	NP
11	호조로	호조 로	NNG+JKB	13	NP_AJT
12	5%	0	SN+SW	13	NP_SBJ
13	신장했으나,	신장 하 였 으나 ,	NNG+XSV+EP+EC+SP	24	VP
14	영업이익은	영업 이익 은	NNG+NNG+JX	24	NP_SBJ
15	월스트리트	월스트리트	NNP	16	NP
16	전문가의	전문가 의	NNG+JKG	18	NP_MOD
17	예상치(42억4천만	예상치 ( 42 억 4 천만	NNG+SS+SN+NR+SN+NR	18	NP
18	달러)에	달러 ) 에	NNB+SS+JKB	21	NP_AJT
19	약간	약간	MAG	21	AP
20	못	못	MAG	21	AP
21	미친	미치 ㄴ	VV+ETM	23	VP_MOD
22	41억8천만	41 억 8 천만	SN+NR+SN+NR	23	NP
23	달러에	달러 에	NNB+JKB	24	NP_AJT
24	그쳤다.	그치 었 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00200_wikitree	벼랑에 몰린 넥센은 5회에 오재영, 6회 한현희, 9회 손승락을 투입하는 마운드의 총력전을 펼쳤으나 팀 타선은 막판까지 침묵을 지켰다.
1	벼랑에	벼랑 에	NNG+JKB	2	NP_AJT
2	몰린	몰리 ㄴ	VV+ETM	3	VP_MOD
3	넥센은	넥센 은	NNP+JX	13	NP_SBJ
4	5회에	5 회 에	SN+NNB+JKB	10	NP_AJT
5	오재영,	오재영 ,	NNP+SP	10	NP_OBJ
6	6회	6 회	SN+NNB	10	NP_AJT
7	한현희,	한현희 ,	NNP+SP	10	NP_OBJ
8	9회	9 회	SN+NNB	10	NP_AJT
9	손승락을	손승락 을	NNP+JKO	10	NP_OBJ
10	투입하는	투입 하 는	NNG+XSV+ETM	12	VP_MOD
11	마운드의	마운드 의	NNG+JKG	12	NP_MOD
12	총력전을	총력전 을	NNG+JKO	13	NP_OBJ
13	펼쳤으나	펼치 었 으나	VV+EP+EC	18	VP
14	팀	팀	NNG	15	NP
15	타선은	타선 은	NNG+JX	18	NP_SBJ
16	막판까지	막판 까지	NNG+JX	18	NP_AJT
17	침묵을	침묵 을	NNG+JKO	18	NP_OBJ
18	지켰다.	지키 었 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00201_wikitree	남북간 협의가 순조롭다면 이번 주 안에라도 개성공단은 부분적인 재가동 수순에 들어갈 것으로 전망되지만, 협의가 난항 한다면 재가동 시기는 늦춰질 수밖에 없을 것으로 보인다.
1	남북간	남북 간	NNP+NNB	2	NP
2	협의가	협의 가	NNG+JKS	3	NP_SBJ
3	순조롭다면	순조 롭 다면	NNG+XSA+EC	13	VP
4	이번	이번	NNG	5	NP
5	주	주	NNG	6	NP
6	안에라도	안 에 이 라도	NNG+JKB+VCP+EC	11	VNP
7	개성공단은	개성 공단 은	NNP+NNG+JX	11	NP_SBJ
8	부분적인	부분 적 이 ㄴ	NNG+XSN+VCP+ETM	9	VNP_MOD
9	재가동	재 가동	XPN+NNG	10	NP
10	수순에	수순 에	NNG+JKB	11	NP_AJT
11	들어갈	들 어 가 ㄹ	VV+EC+VX+ETM	12	VP_MOD
12	것으로	것 으로	NNB+JKB	13	NP_AJT
13	전망되지만,	전망 되 지만 ,	NNG+XSV+EC+SP	23	VP
14	협의가	협의 가	NNG+JKS	16	NP_SBJ
15	난항	난항	NNG	16	NP_OBJ
16	한다면	하 ㄴ다면	VV+EC	19	VP
17	재가동	재 가동	XPN+NNG	18	NP
18	시기는	시기 는	NNG+JX	19	NP_SBJ
19	늦춰질	늦추 어 지 ㄹ	VV+EC+VX+ETM	20	VP_MOD
20	수밖에	수 밖에	NNB+JX	21	NP_SBJ
21	없을	없 을	VA+ETM	22	VP_MOD
22	것으로	것 으로	NNB+JKB	23	NP_AJT
23	보인다.	보이 ㄴ다 .	VV+EF+SF	0	VP

## klue-dp-v1_train_00202_wikitree	특히 총 중량 1만8천144㎏에 달하는 핵폭탄 16발을 탑재할 수 있다.
1	특히	특히	MAG	8	AP
2	총	총	MMN	3	DP
3	중량	중량	NNG	4	NP
4	1만8천144㎏에	1 만 8 천 144 ㎏ 에	SN+NR+SN+NR+SN+SW+JKB	5	NP_AJT
5	달하는	달하 는	VV+ETM	7	VP_MOD
6	핵폭탄	핵 폭탄	NNG+NNG	7	NP
7	16발을	16 발 을	SN+NNB+JKO	8	NP_OBJ
8	탑재할	탑재 하 ㄹ	NNG+XSV+ETM	9	VP_MOD
9	수	수	NNB	10	NP_SBJ
10	있다.	있 다 .	VV+EF+SF	0	VP

## klue-dp-v1_train_00203_wikitree	세월호 현장 지원활동을 마치고 복귀하던 소방헬기가 광주 도심 인도에서 추락해 탑승자 전원인 5명 숨져.
1	세월호	세월호	NNP	2	NP
2	현장	현장	NNG	3	NP
3	지원활동을	지원 활동 을	NNG+NNG+JKO	4	NP_OBJ
4	마치고	마치 고	VV+EC	5	VP
5	복귀하던	복귀 하 던	NNG+XSV+ETM	6	VP_MOD
6	소방헬기가	소방 헬기 가	NNG+NNG+JKS	10	NP_SBJ
7	광주	광주	NNP	8	NP
8	도심	도심	NNG	9	NP
9	인도에서	인도 에서	NNP+JKB	10	NP_AJT
10	추락해	추락 하 여	NNG+XSV+EC	14	VP
11	탑승자	탑승자	NNG	12	NP
12	전원인	전원 이 ㄴ	NNG+VCP+ETM	13	VNP_MOD
13	5명	5 명	SN+NNB	14	NP_SBJ
14	숨져.	숨지 어 .	VV+EF+SF	0	VP

## klue-dp-v1_train_00204_wikitree	PD님은 분명히 마지막 결승전 까지의 전체적인 그림을 가지고 있다는 겁니다.
1	PD님은	PD 님 은	SL+XSN+JX	8	NP_SBJ
2	분명히	분명히	MAG	8	AP
3	마지막	마지막	NNG	4	NP
4	결승전	결승전	NNG	5	NP
5	까지의	까지 의	JX+JKG	7	NP_MOD
6	전체적인	전체 적 이 ㄴ	NNG+XSN+VCP+ETM	7	VNP_MOD
7	그림을	그림 을	NNG+JKO	8	NP_OBJ
8	가지고	가지 고	VV+EC	9	VP
9	있다는	있 다는	VX+ETM	10	VP_MOD
10	겁니다.	것 이 ㅂ니다 .	NNB+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00205_wikitree	앞서 철원지역은 이날 오전 0시 20분을 기해 호우주의보가 내려졌다.
1	앞서	앞서	MAG	9	AP
2	철원지역은	철원 지역 은	NNP+NNG+JX	7	NP_SBJ
3	이날	이 날	MMD+NNG	6	NP
4	오전	오전	NNG	6	NP
5	0시	0 시	SN+NNB	6	NP
6	20분을	20 분 을	SN+NNB+JKO	7	NP_OBJ
7	기해	기 하 여	NNG+VV+EC	9	VP
8	호우주의보가	호우 주의보 가	NNG+NNG+JKS	9	NP_SBJ
9	내려졌다.	내리 어 지 었 다 .	VV+EC+VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00206_wikitree	미국과 독일은 각각 22위, 13위를 기록했고 니카라과(9위)와 룩셈부르크(17위) 등의 국가는 여성 국회의원 비율이 늘면서 순위가 상승했다.
1	미국과	미국 과	NNP+JC	2	NP_CNJ
2	독일은	독일 은	NNP+JX	6	NP_SBJ
3	각각	각각	MAG	6	AP
4	22위,	22 위 ,	SN+NNB+SP	5	NP_CNJ
5	13위를	13 위 를	SN+NNB+JKO	6	NP_OBJ
6	기록했고	기록 하 였 고	NNG+XSV+EP+EC	14	VP
7	니카라과(9위)와	니카라과 ( 9 위 ) 와	NNP+SS+SN+NNB+SS+JC	8	NP_CNJ
8	룩셈부르크(17위)	룩셈부르크 ( 17 위 )	NNP+SS+SN+NNB+SS	9	NP
9	등의	등 의	NNB+JKG	10	NP_MOD
10	국가는	국가 는	NNG+JX	14	NP_SBJ
11	여성	여성	NNG	12	NP
12	국회의원	국회 의원	NNG+NNG	13	NP
13	비율이	비율 이	NNG+JKS	14	NP_SBJ
14	늘면서	늘 면서	VV+EC	16	VP
15	순위가	순위 가	NNG+JKS	16	NP_SBJ
16	상승했다.	상승 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00207_wikitree	이어 국정원 직원이 무슨 이유로 주행거리가 22만km를 넘겨 폐차 직전인 마티즈를 구입했다가 20일만에 폐차를 시킨 것인지 경찰 조사가 필요하다고 주장했다.
1	이어	이어	MAG	20	AP
2	국정원	국정원	NNG	3	NP
3	직원이	직원 이	NNG+JKS	12	NP_SBJ
4	무슨	무슨	MMD	5	DP
5	이유로	이유 로	NNG+JKB	12	NP_AJT
6	주행거리가	주행거리 가	NNG+JKS	8	NP_SBJ
7	22만km를	22 만 km 를	SN+NR+SL+JKO	8	NP_OBJ
8	넘겨	넘기 어	VV+EC	10	VP
9	폐차	폐차	NNG	10	NP
10	직전인	직전 이 ㄴ	NNG+VCP+ETM	11	VNP_MOD
11	마티즈를	마티즈 를	NNP+JKO	12	NP_OBJ
12	구입했다가	구입 하 였 다가	NNG+XSV+EP+EC	15	VP
13	20일만에	20 일 만 에	SN+NNB+NNB+JKB	15	NP_AJT
14	폐차를	폐차 를	NNG+JKO	15	NP_OBJ
15	시킨	시키 ㄴ	VV+ETM	16	VP_MOD
16	것인지	것 이 ㄴ지	NNB+VCP+EC	19	VNP
17	경찰	경찰	NNG	18	NP
18	조사가	조사 가	NNG+JKS	19	NP_SBJ
19	필요하다고	필요 하 다고	NNG+XSA+EC	20	VP_CMP
20	주장했다.	주장 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00208_wikitree	기재부는 주거용 오피스텔 1채만 보유한 '1가구 1오피스텔'의 경우 세법상 1주택자로 간주되는 만큼 이 오피스텔을 구입해 주택으로 사용하는 사람에게도 양도세 면제 혜택을 부여하는 방안을 유력하게 검토중이다.
1	기재부는	기재부 는	NNP+JX	25	NP_SBJ
2	주거용	주거 용	NNG+XSN	3	NP
3	오피스텔	오피스텔	NNG	4	NP
4	1채만	1 채 만	SN+NNB+JX	5	NP_OBJ
5	보유한	보유 하 ㄴ	NNG+XSV+ETM	7	VP_MOD
6	'1가구	' 1 가구	SS+SN+NNG	7	NP
7	1오피스텔'의	1 오피스텔 ' 의	SN+NNG+SS+JKG	8	NP_MOD
8	경우	경우	NNG	11	NP_AJT
9	세법상	세법 상	NNG+XSN	10	NP
10	1주택자로	1 주택자 로	SN+NNG+JKB	11	NP_AJT
11	간주되는	간주 되 는	NNG+XSV+ETM	12	VP_MOD
12	만큼	만큼	NNB	22	NP_AJT
13	이	이	MMD	14	DP
14	오피스텔을	오피스텔 을	NNG+JKO	15	NP_OBJ
15	구입해	구입 하 여	NNG+XSV+EC	17	VP
16	주택으로	주택 으로	NNG+JKB	17	NP_AJT
17	사용하는	사용 하 는	NNG+XSV+ETM	18	VP_MOD
18	사람에게도	사람 에게 도	NNG+JKB+JX	22	NP_AJT
19	양도세	양도 세	NNG+NNG	20	NP
20	면제	면제	NNG	21	NP
21	혜택을	혜택 을	NNG+JKO	22	NP_OBJ
22	부여하는	부여 하 는	NNG+XSV+ETM	23	VP_MOD
23	방안을	방안 을	NNG+JKO	25	NP_OBJ
24	유력하게	유력 하 게	NNG+XSA+EC	25	VP_AJT
25	검토중이다.	검토 중 이 다 .	NNG+NNB+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00209_wikitree	영화 속에서 '안나'는 언니 '엘사'의 대관식 날 굳게 닫혔던 성문이 몇 년 만에 열리는 기쁨을 이 곡을 통해 노래했습니다.
1	영화	영화	NNG	2	NP
2	속에서	속 에서	NNG+JKB	19	NP_AJT
3	'안나'는	' 안나 ' 는	SS+NNP+SS+JX	19	NP_SBJ
4	언니	언니	NNG	5	NP
5	'엘사'의	' 엘사 ' 의	SS+NNP+SS+JKG	6	NP_MOD
6	대관식	대관식	NNG	7	NP
7	날	날	NNG	9	NP_AJT
8	굳게	굳 게	VA+EC	9	VP_AJT
9	닫혔던	닫히 었 던	VV+EP+ETM	10	VP_MOD
10	성문이	성 문 이	NNG+NNG+JKS	14	NP_SBJ
11	몇	몇	MMN	12	DP
12	년	년	NNB	13	NP
13	만에	만 에	NNB+JKB	14	NP_AJT
14	열리는	열리 는	VV+ETM	15	VP_MOD
15	기쁨을	기쁨 을	NNG+JKO	19	NP_OBJ
16	이	이	MMD	17	DP
17	곡을	곡 을	NNG+JKO	18	NP_OBJ
18	통해	통하 여	VV+EC	19	VP
19	노래했습니다.	노래 하 였 습니다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00210_wikitree	구글은 ECJ의 판결 이후 유럽 이용자로부터 정보 삭제 요구를 얼마나 받았는지는 밝히지 않고 있다.
1	구글은	구글 은	NNP+JX	11	NP_SBJ
2	ECJ의	ECJ 의	SL+JKG	3	NP_MOD
3	판결	판결	NNG	4	NP
4	이후	이후	NNG	11	NP_AJT
5	유럽	유럽	NNP	6	NP
6	이용자로부터	이용자 로부터	NNG+JKB	11	NP_AJT
7	정보	정보	NNG	8	NP
8	삭제	삭제	NNG	9	NP
9	요구를	요구 를	NNG+JKO	11	NP_OBJ
10	얼마나	얼마나	MAG	11	AP
11	받았는지는	받 았 는지 는	VV+EP+EC+JX	12	VP
12	밝히지	밝히 지	VV+EC	13	VP
13	않고	않 고	VX+EC	14	VP
14	있다.	있 다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00211_wikitree	\"아버님 왜 이렇게 못난 생각을 하시냐고 하니까 아버님께서 아들 두 분 중에서 한 분은 자살을 하셨는데 딱 3개월된 날이라고 하시더라고요.
1	\"아버님	\" 아버님	SS+NNG	2	IP
2	왜	왜	MAG	6	AP
3	이렇게	이렇 게	VA+EC	4	VP_AJT
4	못난	못 나 ㄴ	MAG+VV+ETM	5	VP_MOD
5	생각을	생각 을	NNG+JKO	6	NP_OBJ
6	하시냐고	하 시 냐고	VV+EP+EC	7	VP
7	하니까	하 니까	VV+EC	20	VP
8	아버님께서	아버님 께서	NNG+JKS	20	NP_SBJ
9	아들	아들	NNG	11	NP
10	두	두	MMN	11	DP
11	분	분	NNB	12	NP
12	중에서	중 에서	NNB+JKB	16	NP_AJT
13	한	한	MMN	14	DP
14	분은	분 은	NNB+JX	16	NP_SBJ
15	자살을	자살 을	NNG+JKO	16	NP_OBJ
16	하셨는데	하 시 었 는데	VV+EP+EP+EC	19	VP
17	딱	딱	MAG	18	AP
18	3개월된	3 개월 되 ㄴ	SN+NNB+XSV+ETM	19	VP_MOD
19	날이라고	날 이 라고	NNG+VCP+EC	20	VNP_CMP
20	하시더라고요.	하 시 더라고요 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00212_wikitree	지난 22일 사우스웨스트 항공사 소속 보잉 737 여객기가 미국 뉴욕 라구아디아공항에 착륙하다가 앞바퀴가 부러지는 사고가 난 가운데, 당시 객실 내부 등을 촬영한 영상이 공개됐다.
1	지난	지나 ㄴ	VV+ETM	2	VP_MOD
2	22일	22 일	SN+NNB	16	NP_AJT
3	사우스웨스트	사우스웨스트	NNP	4	NP
4	항공사	항공사	NNG	5	NP
5	소속	소속	NNG	8	NP
6	보잉	보잉	NNP	7	NP
7	737	737	SN	8	NP
8	여객기가	여객기 가	NNG+JKS	12	NP_SBJ
9	미국	미국	NNP	10	NP
10	뉴욕	뉴욕	NNP	11	NP
11	라구아디아공항에	라구아디아 공항 에	NNP+NNG+JKB	12	NP_AJT
12	착륙하다가	착륙 하 다가	NNG+XSV+EC	16	VP
13	앞바퀴가	앞 바퀴 가	NNG+NNG+JKS	14	NP_SBJ
14	부러지는	부러지 는	VV+ETM	15	VP_MOD
15	사고가	사고 가	NNG+JKS	16	NP_SBJ
16	난	나 ㄴ	NP+JX	17	VP_MOD
17	가운데,	가운데 ,	NNG+SP	24	NP_AJT
18	당시	당시	NNG	22	NP_AJT
19	객실	객실	NNG	20	NP
20	내부	내부	NNG	21	NP
21	등을	등 을	NNB+JKO	22	NP_OBJ
22	촬영한	촬영 하 ㄴ	NNG+XSV+ETM	23	VP_MOD
23	영상이	영상 이	NNG+JKS	24	NP_SBJ
24	공개됐다.	공개 되 었 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00213_wikitree	임 병장은 자신의 소총으로 왼쪽 가슴 위쪽에서 어깨 사이를 쐈고, 헬기로 강릉 아산병원으로 이송됐다.
1	임	임	NNP	2	NP
2	병장은	병장 은	NNG+JX	10	NP_SBJ
3	자신의	자신 의	NNG+JKG	4	NP_MOD
4	소총으로	소총 으로	NNG+JKB	10	NP_AJT
5	왼쪽	왼쪽	NNG	6	NP
6	가슴	가슴	NNG	7	NP
7	위쪽에서	위쪽 에서	NNG+JKB	10	NP_AJT
8	어깨	어깨	NNG	9	NP
9	사이를	사이 를	NNG+JKO	10	NP_OBJ
10	쐈고,	쏘 았 고 ,	VV+EP+EC+SP	14	VP
11	헬기로	헬기 로	NNG+JKB	14	NP_AJT
12	강릉	강릉	NNP	13	NP
13	아산병원으로	아산병원 으로	NNP+JKB	14	NP_AJT
14	이송됐다.	이송 되 었 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00214_wikitree	인사처는 자기개발 휴직제가 도입되면 공무원의 역량이 높아지고, 공직사회 내에 학습 분위기가 조성될 것으로 기대했다.
1	인사처는	인사처 는	NNG+JX	14	NP_SBJ
2	자기개발	자기 개발	NP+NNG	3	NP
3	휴직제가	휴직 제 가	NNG+XSN+JKS	4	NP_SBJ
4	도입되면	도입 되 면	NNG+XSV+EC	7	VP
5	공무원의	공무원 의	NNG+JKG	6	NP_MOD
6	역량이	역량 이	NNG+JKS	7	NP_SBJ
7	높아지고,	높 아 지 고 ,	VA+EC+VX+EC+SP	12	VP
8	공직사회	공직 사회	NNG+NNG	9	NP
9	내에	내 에	NNB+JKB	12	NP_AJT
10	학습	학습	NNG	11	NP
11	분위기가	분위기 가	NNG+JKS	12	NP_SBJ
12	조성될	조성 되 ㄹ	NNG+XSV+ETM	13	VP_MOD
13	것으로	것 으로	NNB+JKB	14	NP_AJT
14	기대했다.	기대 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00215_wikitree	정세진(40) 아나운서의 마음을 사로잡은 29세 예비신랑은 직장인으로 알려졌다.
1	정세진(40)	정세진 ( 40 )	NNP+SS+SN+SS	2	NP
2	아나운서의	아나운서 의	NNG+JKG	3	NP_MOD
3	마음을	마음 을	NNG+JKO	4	NP_OBJ
4	사로잡은	사로잡 은	VV+ETM	6	VP_MOD
5	29세	29 세	SN+NNB	6	NP
6	예비신랑은	예비 신랑 은	NNG+NNG+JX	8	NP_SBJ
7	직장인으로	직장인 으로	NNG+JKB	8	NP_AJT
8	알려졌다.	알리 어 지 었 다 .	VV+EC+VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00216_wikitree	특히 치킨과 환상 궁합을 자랑하는 맥주는 많은 사람들이 즐겨마시는 술이다.
1	특히	특히	MAG	10	AP
2	치킨과	치킨 과	NNG+JKB	5	NP_AJT
3	환상	환상	NNG	4	NP
4	궁합을	궁합 을	NNG+JKO	5	NP_OBJ
5	자랑하는	자랑 하 는	NNG+XSV+ETM	6	VP_MOD
6	맥주는	맥주 는	NNG+JX	10	NP_SBJ
7	많은	많 은	VA+ETM	8	VP_MOD
8	사람들이	사람 들 이	NNG+XSN+JKS	9	NP_SBJ
9	즐겨마시는	즐기 어 마시 는	VV+EC+VV+ETM	10	VP_MOD
10	술이다.	술 이 다 .	NNG+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00217_wikitree	안전교육 활동은 지난 5월 22일 포스코에너지가 국민안전처 등 15개 기관과 함께 체결한 '안전사회 조성 위한 민-관 합동 사회공헌활동 협약’에 따른 것이다.
1	안전교육	안전 교육	NNG+NNG	2	NP
2	활동은	활동 은	NNG+JX	20	NP_SBJ
3	지난	지나 ㄴ	VV+ETM	5	VP_MOD
4	5월	5 월	SN+NNB	5	NP
5	22일	22 일	SN+NNB	12	NP_AJT
6	포스코에너지가	포스코에너지 가	NNP+JKS	12	NP_SBJ
7	국민안전처	국민안전처	NNP	8	NP
8	등	등	NNB	10	NP
9	15개	15 개	SN+NNB	10	NP
10	기관과	기관 과	NNG+JKB	12	NP_AJT
11	함께	함께	MAG	12	AP
12	체결한	체결 하 ㄴ	NNG+XSV+ETM	19	VP_MOD
13	'안전사회	' 안전 사회	SS+NNG+NNG	14	NP
14	조성	조성	NNG	15	NP_OBJ
15	위한	위하 ㄴ	VV+ETM	19	VP_MOD
16	민-관	민 - 관	NNG+SS+NNG	17	NP
17	합동	합동	NNG	18	NP
18	사회공헌활동	사회 공헌 활동	NNG+NNG+NNG	19	NP
19	협약’에	협약 ’ 에	NNG+SS+JKB	20	NP_AJT
20	따른	따르 ㄴ	VV+ETM	21	VP_MOD
21	것이다.	것 이 다 .	NNB+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00218_wikitree	가족에 따르면 이씨와 최씨는 평소에 고부갈등이 심했으며, 이 날도 반찬 문제로 시어머니가 욕설과 폭언을 했던 것으로 드러났다.
1	가족에	가족 에	NNG+JKB	2	NP_AJT
2	따르면	따르 면	VV+EC	17	VP
3	이씨와	이 씨 와	NNP+NNB+JKB	4	NP_CNJ
4	최씨는	최 씨 는	NNP+NNB+JX	7	NP_SBJ
